flowers,fruits,leaves,coreid,accessuri,basisofrecord,class_,continent,country,county,dynamicproperties,eventdate,family,fieldnotes,genus,kingdom,locality,occurrenceremarks,order_,phylum,reproductivecondition,scientificname,specificepithet,stateprovince,geopoint,split,buds,old_flowers,old_fruits,name
1,0,1,c20a6636-04d2-4401-bfd0-a98a2762d8c0,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00072/DES00072769_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,maricopa county,,2008-10-05,convolvulaceae,,ipomoea,plantae,"spur cross ranch conservation area. cave creek, in vicinity of southern crossing of spur cross trail.","Annual herb; corolla lobes lavender, throat green-yellow. Occasional.",solanales,tracheophyta,in bloom,ipomoea costellata,costellata,arizona,"{""lat"": 33.89065, ""lon"": -111.953017}",train,,1,0,c20a6636-04d2-4401-bfd0-a98a2762d8c0.jpg
1,1,1,1aa087d5-00da-4744-bd91-69ed2319df0f,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00077/DES00077981_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,pima,,2014-08-31,solanaceae,,datura,plantae,"tortolita mountains, tortolita mountain park, rail x ranch rd. access","Uncommon along wash bottom.; Ascending annuals, flowers white with puple markings in throat, fruit globular with stout spines widely spaced.",solanales,tracheophyta,flower & fruit,datura discolor,discolor,arizona,"{""lat"": 32.51, ""lon"": -111.0213}",train,,1,1,1aa087d5-00da-4744-bd91-69ed2319df0f.jpg
1,0,1,71412018-a35f-456c-b628-a9a0c48a1d59,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00086/DES00086954_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,maricopa county,,2017-02-21,fouquieriaceae,,fouquieria,plantae,"white tank mountain regional park, in the narrow mouth of goat camp canyon on goat camp trail.",Red flower.,ericales,tracheophyta,Flower,fouquieria splendens,splendens,arizona,"{""lat"": 33.573296, ""lon"": -112.526969}",train,,1,0,71412018-a35f-456c-b628-a9a0c48a1d59.jpg
0,0,1,a4689555-f389-4bea-b2de-32d0600e078f,http://mam.ansp.org/image/CHRB/Fullsize/0001/CHRB0001576.jpg,preservedspecimen,magnoliopsida,north america,united states,hunterdon,,1954-08-15,rosaceae,,rubus,plantae,openings and borders of moist woods.,,rosales,tracheophyta,v,rubus phoenicolasius,phoenicolasius,new jersey,"{""lat"": 40.689545, ""lon"": -74.895723}",train,,0,0,a4689555-f389-4bea-b2de-32d0600e078f.jpg
1,1,1,f8b64660-2ddf-48a5-8b7f-3f4b9fa99fbe,https://herbarium.nkn.uidaho.edu/images/jpeg.php?Image=ID176768.jpg,preservedspecimen,magnoliopsida,north america,united states,lemhi,,2015-06-17,orobanchaceae,,castilleja,plantae,"lemhi river valley, lower pratt creek drainage, pratt creek ranch, ca 4 miles e of baker.",Bracts yellow; uncommon.,lamiales,tracheophyta,,castilleja pallescens,pallescens,idaho,"{""lat"": 45.093194, ""lon"": -113.649583}",train,0,1,1,f8b64660-2ddf-48a5-8b7f-3f4b9fa99fbe.jpg
1,0,1,02667ebc-a14c-4ffe-afc3-bab41a9b81fc,https://cdn.plantatlas.org/img/specimens/USF/103730.jpg,preservedspecimen,magnoliopsida,north america,mexico,,,1971-06-23,lamiaceae,,monardella,plantae,3 mi. n of rosa de castilla.,,lamiales,tracheophyta,Flower,monardella lanceolata var. microcephala,breweri,baja california,,train,,1,0,02667ebc-a14c-4ffe-afc3-bab41a9b81fc.jpg
1,1,1,68968e02-269c-41e6-a022-977220c0f252,https://api.idigbio.org/v2/media/448f5bed98c0e764e48e90c91abe1e7b,preservedspecimen,,north america,united states,ouray,,1993-06-16,phrymaceae,,mimulus,plantae,"dexter cr. road, 2 miles n. ouray, <1/2 mile up road on right.",Flowers solid yellow; Locally abundant - continuous stand across ledge,lamiales,magnoliophyta,Flower,mimulus rubellus,rubellus,colorado,,train,0,1,1,68968e02-269c-41e6-a022-977220c0f252.jpg
1,0,1,0133930f-7cf3-4895-b20c-8241f592e8e8,http://cdn.flmnh.ufl.edu/Herbarium/jpg/160/160663a1.jpg,preservedspecimen,liliopsida,north america,united states,gadsden,,1983-04-17,stemonaceae,,croomia,plantae,,,pandanales,tracheophyta,flowering,croomia pauciflora,pauciflora,florida,,train,,1,0,0133930f-7cf3-4895-b20c-8241f592e8e8.jpg
1,1,1,583c3d16-6026-47fc-8206-bfd8f966f61f,http://mam.ansp.org/image/CM/Fullsize/512/CM512543.jpg,preservedspecimen,,north america,united states,washington,,2005-09-22,oxalidaceae,,oxalis,plantae,"mingo creek park, 0.73 mi, 331° from northernmost junction of pa 136 & pa 917, nottingham twp",,oxalidales,magnoliophyta,"fl,fr",oxalis stricta,stricta,pennsylvania,"{""lat"": 40.20549444444, ""lon"": -80.00698333333}",train,,1,1,583c3d16-6026-47fc-8206-bfd8f966f61f.jpg
0,0,1,b87d4705-6530-4dde-922c-9962aa8a638f,http://data.huh.harvard.edu/e98cbd25-b5e3-4741-ae10-dbe3e670afff/image,preservedspecimen,magnoliopsida,asia,china,mengzi,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": null, ""huh_project_name"": null}",,rubiaceae,,lasianthus,plantae,"mengtze, south mountains, 6000 feet",,gentianales,tracheophyta,Fruit,lasianthus inconspicuus var. hirtus hutchinson,lucidus,yunnan,,train,0,0,0,b87d4705-6530-4dde-922c-9962aa8a638f.jpg
0,1,1,b313292a-203a-40f6-9ad1-8bcce39370f5,https://api.idigbio.org/v2/media/e31b83803e22c89f5a7c3c537515d937?size=fullsize,preservedspecimen,magnoliopsida,north america,united states,berrien,,1973-07-29,berberidaceae,,jeffersonia,plantae,"at higman park on carus property, on steep ne-facing bluff in mesic forest.",County Voucher,ranunculales,tracheophyta,Flower: N Fruit: Y Vegetation: Y Bud: N,jeffersonia diphylla,diphylla,michigan,,train,0,0,1,b313292a-203a-40f6-9ad1-8bcce39370f5.jpg
1,1,1,9990e158-aac6-4849-bead-39b122438af2,https://web.corral.tacc.utexas.edu/torch/TAC/TAC0005000/TAC05918.jpg,preservedspecimen,magnoliopsida,north america,united states,mills,,2014-08-26,euphorbiaceae,,acalypha,plantae,"timberlake ranch in the bottomland forest along the texas colorado river. gps in area: 31.25725 n, 98.60069 w in nad83.",rare,malpighiales,tracheophyta,flowering,acalypha virginica,virginica,texas,"{""lat"": 31.25725, ""lon"": -98.60069}",train,,1,1,9990e158-aac6-4849-bead-39b122438af2.jpg
0,1,1,02cd59e8-9709-4fb9-8aeb-253eb31f5587,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00084/DES00084819_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,pima county,,2005-04-28,primulaceae,,androsace,plantae,"arizona national scenic trail, santa catalina mountains, coronado national forest, eastsoutheast of west spring.",Local annual.,ericales,tracheophyta,flowers,androsace occidentalis,occidentalis,arizona,"{""lat"": 32.32575, ""lon"": -110.659283}",train,,0,1,02cd59e8-9709-4fb9-8aeb-253eb31f5587.jpg
0,0,1,5e7e0299-2624-41aa-986d-c6b40c7bad59,https://bisque.cyverse.org/image_service/image/00-5BWvXcNiUKSo4UHPsugsCR?resize=4000&format=jpeg,preservedspecimen,magnoliopsida,north america,united states,rutherford,,2005-10-20,magnoliaceae,,magnolia,plantae,"town of dysartsville. lone mountain. south mountains game land. north side of lone mountain, between broad river and managed wildlife fields.","NC Natural Heritage Program Plants of Rutherford County, North Carolina, USA; One leaf collected; umbrella tree",magnoliales,tracheophyta,sterile,magnolia tripetala,tripetala,north carolina,"{""lat"": 35.54290400000001, ""lon"": -81.8301}",train,0,0,0,5e7e0299-2624-41aa-986d-c6b40c7bad59.jpg
0,0,1,62877bc4-f457-4c7b-8066-c796cbee84ca,https://api.idigbio.org/v2/media/c7dde58c4683210b8b74542ca939d078?size=fullsize,preservedspecimen,magnoliopsida,north america,united states,dupage,,2002-05-01,araliaceae,,eleutherococcus,plantae,"morton arboretum, maple grove forest preserve in downers grove; mesic forest.","Single shrub, approximately one meter tall.",apiales,tracheophyta,Flower: N Fruit: N Vegetation: Y Bud: N,acanthopanax sieboldianus,sieboldianus,illinois,,train,0,0,0,62877bc4-f457-4c7b-8066-c796cbee84ca.jpg
0,1,1,fdc619b5-4752-4d89-87eb-cfcd23beb9c0,http://storage.idigbio.org/mor/aquatic/00035/0035500MOR_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,porter,,1984-09-04,celastraceae,,celastrus,plantae,"indiana dunes national lakeshore, west beach, prairie south of beach.","Common shrub, 1 m tall, scattered, fruits with orange aril.",celastrales,tracheophyta,Flower: N Fruit: Y Vegetation: Y Bud: N,celastrus scandens,scandens,indiana,,train,,0,1,fdc619b5-4752-4d89-87eb-cfcd23beb9c0.jpg
1,0,1,565d34ff-0d6e-4d78-ad5a-7bc3a9f8ae68,https://bisque.cyverse.org/image_service/image/00-qoL2Qm843NFuTP7rAKCaSE/resize:4000/format:jpeg,preservedspecimen,magnoliopsida,north america,united states,fairfax,,2018-05-12,oleaceae,,chionanthus,plantae,meadowlark botanical gardens potomac valley collection. less than 2 m south of asphalt path.,"Same individual as Elizabeth McMurchie collection #346. Tree about 3.5 m tall. Flowers white, hanging.",lamiales,tracheophyta,Flowering and fruiting,chionanthus virginicus,virginicus,virginia,"{""lat"": 38.935417, ""lon"": -77.281183}",train,,1,0,565d34ff-0d6e-4d78-ad5a-7bc3a9f8ae68.jpg
1,0,1,2175e194-49d6-4151-935d-e13eb3cbf786,http://mam.ansp.org/image/MARY/Fullsize/1047/MARY1047256.jpg,preservedspecimen,magnoliopsida,north america,united states,aiken,,1995-08-05,nymphaeaceae,,nymphaea,plantae,"savannah river plant operations recreation association complex, boyd pond rd.","Aquatic. Lf blades rotund, floating, narrow sinus. Fls white, fragrant.",nymphaeales,tracheophyta,,nymphaea odorata,odorata,south carolina,,train,,1,0,2175e194-49d6-4151-935d-e13eb3cbf786.jpg
0,1,1,2af16eaa-3da3-46c9-8299-a43ad8e26125,https://bisque.cyverse.org/image_service/image/00-9pTJtyTUGxpfuBUR6GEsKH?resize=4000&format=jpeg,preservedspecimen,magnoliopsida,north america,united states,franklin,,1963-07-07,hypericaceae,,hypericum,plantae,12 miles w of apalachicola on the indian pass road.,,malpighiales,tracheophyta,,hypericum exile,exile,florida,,train,,0,1,2af16eaa-3da3-46c9-8299-a43ad8e26125.jpg
1,0,1,2c5a3ceb-c984-4a04-b07c-72dcb0de4c03,http://data.huh.harvard.edu/eb9462f4-c194-4477-93ec-744a8d6da18b/image,preservedspecimen,magnoliopsida,north america,mexico,,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": null, ""huh_project_name"": null}",1927-03-02,malpighiaceae,,galphimia,plantae,"san sebastian to hacienda de ototal, sierra madre occidental, 1425 m",,malpighiales,tracheophyta,Flower,galphimia mexiae c. e. anderson,mexiae,jalisco,,train,,1,0,2c5a3ceb-c984-4a04-b07c-72dcb0de4c03.jpg
U,1,1,e12f1161-0412-435e-9cd6-0c9f065bb92f,http://www.pnwherbaria.org/images/jpeg.php?Image=HJAEF0599.jpg,preservedspecimen,liliopsida,north america,united states,,,1979-07-24,tofieldiaceae,,triantha,plantae,along the run off feeding pika bog.,,alismatales,tracheophyta,flowers,tofieldia glutinosa,glutinosa,oregon,,train,,U,1,e12f1161-0412-435e-9cd6-0c9f065bb92f.jpg
U,U,0,dd15c0f7-35b1-4fcf-8819-64ab734030ef,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00067/DES00067589_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,maricopa county,,2011-04-08,orobanchaceae,,orobanche,plantae,mcdowell sonoran preserve. tom's thumb trail.,"5 cm. uncommon, purple leaves.",lamiales,tracheophyta,flowers,orobanche cooperi,cooperi,arizona,"{""lat"": 33.67245, ""lon"": -111.8236}",train,,U,U,dd15c0f7-35b1-4fcf-8819-64ab734030ef.jpg
0,1,1,95672787-bfb4-4c09-b395-912b1ddfb84d,http://mediaphoto.mnhn.fr/media/1441304129874phSaCMZqGZXNHYhC,preservedspecimen,liliopsida,asia,vietnam,,,1921-11-22,dioscoreaceae,Liane de 7 m. de haut. Fruit vert d'eau pâle,dioscorea,plantae,,Reçu le 27/02/1932,dioscoreales,tracheophyta,,dioscorea bulbifera l.,bulbifera,,,train,0,0,1,95672787-bfb4-4c09-b395-912b1ddfb84d.jpg
1,U,1,12a1b19a-abab-4282-9081-0eaab38eaa6e,http://www.pnwherbaria.org/images/jpeg.php?Image=MONTU070119.jpg,preservedspecimen,magnoliopsida,north america,united states,ravalli,,1972-05-29,phrymaceae,,mimulus,plantae,"lake como, bitterroot mountains.",,lamiales,tracheophyta,flowers,mimulus washingtonensis,washingtonensis,montana,"{""lat"": 46.065198, ""lon"": -114.235923}",train,,1,U,12a1b19a-abab-4282-9081-0eaab38eaa6e.jpg
0,0,1,0ac3ef41-0265-462e-b38a-f019c433485d,https://bisque.cyverse.org/image_service/00-9aG9bHEAxJdb3psBzhFiQi,preservedspecimen,magnoliopsida,north america,united states,hancock,,1884-07-16,ericaceae,,empetrum,plantae,green mountain.,,ericales,tracheophyta,veg,empetrum nigrum,nigrum,maine,,train,,0,0,0ac3ef41-0265-462e-b38a-f019c433485d.jpg
1,U,1,e9fe9565-7eb0-4920-8a72-d1a40412d01e,https://cdn.plantatlas.org/img/specimens/USF/17014.jpg,preservedspecimen,magnoliopsida,north america,united states,leon co.,,1926-05-09,cabombaceae,,cabomba,plantae,"bull pond, near tallahassee.",,nymphaeales,tracheophyta,Flower,cabomba caroliniana,caroliniana,florida,,train,,1,U,e9fe9565-7eb0-4920-8a72-d1a40412d01e.jpg
1,0,1,a9f0113b-5e41-44dc-820f-ad581ff49d3b,https://cdn.plantatlas.org/img/specimens/USF/137747.jpg,preservedspecimen,magnoliopsida,north america,united states,lee co.,,1979-01-13,cucurbitaceae,,melothria,plantae,"sanibel island, j.n. ""ding"" darling national wildlife refuge; 0.9 mi. into refuge on access road; ca. 4.4 mi. se of wulfert (blind pass).  t46s, r22e, sec. 21, nw¼ of nw¼.",,cucurbitales,tracheophyta,Flower,melothria pendula,pendula,florida,,train,,1,0,a9f0113b-5e41-44dc-820f-ad581ff49d3b.jpg
1,0,1,9e50a43c-b22d-48d2-8f66-72a2b1f55be1,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00037/DES00037235_lg.jpg,preservedspecimen,liliopsida,north america,united states,grant county,,1967-06-18,asparagaceae,,agave,plantae,ca. 3 miles n of pinos altos,"Two sheets, black and white photographs.; Part of a large population seen for several miles about Pinos Altos, light garyish green, compact, suckering rosettes with 150 or more leaves, panicles stout, 4-5 m tall, with 20-32 laterals, buds orange to red, tepals and stamens opening yellow.",asparagales,tracheophyta,flowers & leaves,agave parryi,parryi,new mexico,"{""lat"": 32.896111, ""lon"": -108.2375}",train,0,1,0,9e50a43c-b22d-48d2-8f66-72a2b1f55be1.jpg
1,0,1,4c603ada-d8a8-401e-8f9f-2df111195cc9,https://cdn.plantatlas.org/img/specimens/USF/232110.jpg,preservedspecimen,magnoliopsida,north america,united states,clay co.,,1994-06-25,convolvulaceae,,stylisma,plantae,"camp blanding national guard base, on s side of dirt road, ca. 1 mi. e of avenue d and 2 mi. ese of camp blanding headquarters building, ca. 0.7 air mi. ne of sewage treatment area, ca. 10 mi. e of starke. t6s, r23e, sec. 24, se¼ of se¼; kingsley 7.5' quad.",,solanales,tracheophyta,Flower | Immature Fruit,stylisma patens var. angustifolia,humistrata,florida,"{""lat"": 29.955, ""lon"": -81.9514}",train,,1,0,4c603ada-d8a8-401e-8f9f-2df111195cc9.jpg
0,0,1,9c6426d7-6751-420c-9c9b-66d8f3172c4c,http://www.pnwherbaria.org/images/jpeg.php?Image=WTU-V-058869.jpg,preservedspecimen,liliopsida,north america,united states,san juan,,1985-04-28,hydrocharitaceae,,elodea,plantae,"orcas island; cascade lake, southeast of east sound, east side of lake, near public dock/picnic area.",Abundant.,alismatales,tracheophyta,vegetative,elodea canadensis,canadensis,washington,"{""lat"": 48.65, ""lon"": -122.865}",train,,0,0,9c6426d7-6751-420c-9c9b-66d8f3172c4c.jpg
1,1,1,fc8fea28-dd53-416f-9659-8c254fe1551a,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00067/DES00067572_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,washoe,,2010-06-24,gentianaceae,,frasera,plantae,"sheldon national wildlife refuge, 0.3 road miles sw of refuge boundary on road from vya highway to wall canyon.",Flowers very pale blue.,gentianales,tracheophyta,flowers,frasera albicaulis var. modocensis,albicaulis,nevada,"{""lat"": 41.62735, ""lon"": -119.437483}",train,0,1,1,fc8fea28-dd53-416f-9659-8c254fe1551a.jpg
1,1,1,e3e72b16-d9e2-4e84-b15d-327bc6e24496,https://bisque.cyverse.org/image_service/image/00-WuksmaaEmtkJrLshsfoZb6/resize:4000/format:jpeg,preservedspecimen,magnoliopsida,north america,united states,rockingham,,2009-05-01,brassicaceae,,barbarea,plantae,fridley gap road 1.1 mi from indian trail road.,"4 part yellow flower, prominent, curving siliques leading up to top, where flowers are arranged in racemes. Lobed, alternate leaves, found very close to #64",brassicales,tracheophyta,,barbarea vulgaris,vulgaris,virginia,,train,,1,1,e3e72b16-d9e2-4e84-b15d-327bc6e24496.jpg
1,0,1,6d216f0d-abd0-4895-93ac-0c94df5b733b,http://mam.ansp.org/image/CM/Fullsize/539/CM539220.jpg,preservedspecimen,magnoliopsida,north america,united states,allegheny,,2016-08-31,balsaminaceae,,impatiens,plantae,"trillium trail nature reserve, squaw run creek floodplain, fox chapel",,ericales,tracheophyta,fl,impatiens pallida,pallida,pennsylvania,"{""lat"": 40.52014, ""lon"": -79.901075}",train,,1,0,6d216f0d-abd0-4895-93ac-0c94df5b733b.jpg
1,1,1,7befa07e-120c-47cb-ab99-89a83b338a81,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00074/DES00074976_lg.jpg,preservedspecimen,magnoliopsida,north america,mexico,,,2011-06-22,brassicaceae,,matthiola,plantae,matape (villa pesqueira),"""alelilla""; Cultivated herbaceous perennial in garden; flowers purple.",brassicales,tracheophyta,flowers,matthiola incana,incana,sonora,"{""lat"": 29.118056, ""lon"": -109.969444}",train,0,1,1,7befa07e-120c-47cb-ab99-89a83b338a81.jpg
1,1,1,1ce0062f-c7c7-4543-a0ec-108fdc670289,https://web.corral.tacc.utexas.edu/torch/TAC/TAC0001000/TAC01320.jpg,preservedspecimen,magnoliopsida,north america,united states,erath,,1968-03-15,brassicaceae,,descurainia,plantae,collected 5 miles n of stephenville along state route 108,,brassicales,tracheophyta,flowering,descurainia pinnata,pinnata,texas,,train,,1,1,1ce0062f-c7c7-4543-a0ec-108fdc670289.jpg
1,0,1,e7c4de71-2edd-42a8-87a3-e68437aa6aea,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00069/DES00069380_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,coconino county,,2011-05-06,apocynaceae,,asclepias,plantae,"grand canyon national park, lava canyon.","Rare erect herbaceous perennial in wash, stems 6.",gentianales,tracheophyta,Flowering,asclepias asperula subsp. capricornu,asperula,arizona,"{""lat"": 36.145656, ""lon"": -111.841539}",train,,1,0,e7c4de71-2edd-42a8-87a3-e68437aa6aea.jpg
0,0,1,3f74400d-ef32-4666-91a1-a6f16b23af79,http://mam.ansp.org/image/CM/Fullsize/064/CM064827.jpg,preservedspecimen,magnoliopsida,north america,united states,fayette,,1939-10-14,vitaceae,,vitis,plantae,"across from mouth of cucumber run, ohiopyle",,vitales,tracheophyta,veg,vitis aestivalis var. bicolor,aestivalis,pennsylvania,"{""lat"": 39.862853, ""lon"": -79.50309400000002}",train,,0,0,3f74400d-ef32-4666-91a1-a6f16b23af79.jpg
0,0,1,b11ccfb0-0d9a-42c6-9a1e-e7a7eb90690e,http://www.pnwherbaria.org/images/jpeg.php?Image=IDS0007972.jpg,preservedspecimen,magnoliopsida,north america,united states,bonner,,1941-07-27,haloragaceae,,myriophyllum,plantae,hope.,,saxifragales,tracheophyta,vegetative,myriophyllum exalbescens,sibiricum,idaho,"{""lat"": 48.249307, ""lon"": -116.306951}",train,,0,0,b11ccfb0-0d9a-42c6-9a1e-e7a7eb90690e.jpg
1,0,1,dbe0f8aa-fe2e-4251-8730-f080fc2eb981,https://bisque.cyverse.org/image_service/image/00-6tF9hvjYpSez4NvCqRAUka?resize=4000&format=jpeg,preservedspecimen,magnoliopsida,north america,united states,van buren,,,violaceae,,viola,plantae,,,malpighiales,tracheophyta,,viola canadensis,canadensis,arkansas,,train,,1,0,dbe0f8aa-fe2e-4251-8730-f080fc2eb981.jpg
1,1,1,9e342dfa-0b5e-450b-9f91-d6850837adc4,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00074/DES00074401_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,gila,,2013-04-22,apiaceae,,lomatium,plantae,fossil creek road from strawberry. tonto national forest.,Collected with permission under USDA Forest Service permit number RO-190. Fossil Creek PAPAZ Flora Project.,apiales,tracheophyta,flowers,lomatium nevadense,nevadense,arizona,"{""lat"": 34.405817, ""lon"": -111.576483}",train,,1,1,9e342dfa-0b5e-450b-9f91-d6850837adc4.jpg
1,1,1,6b5ddffa-1a87-4cc4-9035-739e19c5316b,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00077/DES00077943_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,pinal,,2014-04-16,asteraceae,,acourtia,plantae,"tortolita mountains, tortolita mountain park, cochie spring","Rayless composite with pink and white disk flowers, toothed leaves eleptic to lanceolate.",asterales,tracheophyta,flower/fruit,acourtia wrightii,wrightii,arizona,"{""lat"": 32.5238, ""lon"": -111.0755}",train,0,1,1,6b5ddffa-1a87-4cc4-9035-739e19c5316b.jpg
